1475776814559	joey1	55.37
1475776814559	joey2	60.57
1475776814559	joey3	50.91
1475776814559	joey4	51.22
1475776814559	joey5	60.55
1475776814559	joey6	60.57
1475776814559	joey7	60.4
1475776814559	joey8	58.27
1475776815562	joey1	59.67
1475776815562	joey2	55.37
1475776815562	joey4	51.89
1475776815562	joey3	55.48
1475776815562	joey5	54.17
1475776815562	joey6	56.66
1475776815562	joey7	60.15
1475776815562	joey8	57.65
1475776816564	joey1	53.95
1475776816564	joey2	59.74
1475776816564	joey4	53.65
1475776816564	joey3	53.06
1475776816564	joey5	59.65
1475776816564	joey6	58.26
1475776816564	joey7	63.4
1475776816564	joey8	58.47
1475776817566	joey1	64.01
1475776817566	joey2	63
1475776817566	joey4	60.92
1475776817566	joey3	60.9
1475776817566	joey5	52.77
1475776817566	joey6	62.44
1475776817566	joey7	62.26
1475776817566	joey8	59.45
1475776818567	joey2	61.38
1475776818567	joey1	57.56
1475776818567	joey3	60.54
1475776818567	joey4	56.12
1475776818567	joey5	61.88
1475776818567	joey6	50.56
1475776818567	joey7	50.87
1475776818567	joey8	56.75
1475776819568	joey1	54.59
1475776819568	joey2	52.03
1475776819568	joey3	52.02
1475776819568	joey4	54.24
1475776819568	joey5	58.64
1475776819568	joey7	57.15
1475776819568	joey6	61.78
1475776819568	joey8	58.08
1475776820569	joey1	63.91
1475776820569	joey3	58.61
1475776820569	joey2	54.39
1475776820569	joey4	63.02
1475776820569	joey8	51.57
1475776820569	joey5	50.43
1475776820569	joey7	58.49
1475776820569	joey6	51.24
1475776821571	joey1	53.17
1475776821571	joey2	58.36
1475776821571	joey3	53.09
1475776821571	joey4	56.61
1475776821571	joey5	58.43
1475776821571	joey6	64.4
1475776821571	joey7	61.55
1475776821571	joey8	59.23
1475776822573	joey1	55.31
1475776822573	joey2	60.65
1475776822573	joey3	50.95
1475776822573	joey4	61.03
1475776822573	joey5	57.95
1475776822573	joey7	54.3
1475776822573	joey6	61.94
1475776822573	joey8	56.27
1475776823575	joey1	53.83
1475776823575	joey2	62.75
1475776823575	joey3	54.54
1475776823575	joey4	50.88
1475776823575	joey5	62.57
1475776823575	joey6	60.08
1475776823575	joey7	64.67
1475776823575	joey8	62.27
1475776824576	joey1	64.1
1475776824576	joey2	63.04
1475776824576	joey3	61.74
1475776824576	joey4	54.51
1475776824576	joey5	56.02
1475776824576	joey6	61.43
1475776824576	joey7	61.05
1475776824576	joey8	58.1
1475776825577	joey1	57.08
1475776825577	joey2	63.87
1475776825577	joey3	64.11
1475776825577	joey4	53.44
1475776825577	joey5	53.35
1475776825577	joey6	55.22
1475776825577	joey7	57.94
1475776825577	joey8	60.69
1475776826580	joey1	57.04
1475776826580	joey2	56.42
1475776826580	joey3	58.4
1475776826580	joey4	57.11
1475776826580	joey5	55.84
1475776826580	joey6	61.87
1475776826580	joey7	59.81
1475776826580	joey8	53.72
1475776827581	joey1	50.77
1475776827581	joey3	64.29
1475776827581	joey2	51.57
1475776827581	joey4	63.96
1475776827581	joey5	60.91
1475776827581	joey6	64.8
1475776827581	joey7	57.51
1475776827581	joey8	52.88
1475776828582	joey1	51.67
1475776828582	joey2	58.14
1475776828582	joey3	60.02
1475776828582	joey5	62.23
1475776828582	joey4	61.53
1475776828582	joey6	54.2
1475776828582	joey7	57.29
1475776828582	joey8	57.57
1475776829583	joey1	59.65
1475776829583	joey2	57.59
1475776829583	joey3	59.67
1475776829583	joey4	53.82
1475776829583	joey5	64.9
1475776829583	joey6	62.43
1475776829583	joey7	56.75
1475776829583	joey8	54.23
1475776830584	joey1	51.11
1475776830584	joey2	51.11
1475776830584	joey3	63.11
1475776830584	joey4	59.42
1475776830584	joey5	56.91
1475776830584	joey6	57.21
1475776830584	joey7	60.76
1475776830584	joey8	51.51
1475776831588	joey1	51.77
1475776831588	joey2	60.56
1475776831588	joey3	56.02
1475776831588	joey4	52.7
1475776831588	joey5	61.26
1475776831588	joey6	61.41
1475776831588	joey7	59.97
1475776831588	joey8	60.78
1475776832589	joey1	59.88
1475776832589	joey2	52.99
1475776832589	joey3	62.89
1475776832589	joey4	55.51
1475776832589	joey5	52.47
1475776832589	joey6	57.85
1475776832589	joey8	56.78
1475776832589	joey7	56.24
1475776833590	joey1	58.78
1475776833590	joey2	50.41
1475776833590	joey3	50.69
1475776833590	joey5	52
1475776833590	joey4	63.02
1475776833590	joey6	57.26
1475776833590	joey7	63.34
1475776833590	joey8	54.92
1475776834593	joey1	59.01
1475776834593	joey2	63.62
1475776834593	joey3	58.64
1475776834593	joey4	62.95
1475776834593	joey5	61.72
1475776834593	joey6	63.77
1475776834593	joey7	63.58
1475776834593	joey8	57.18
1475776835594	joey1	62.97
1475776835594	joey2	55.29
1475776835594	joey3	56.34
1475776835594	joey4	52.63
1475776835594	joey6	61.5
1475776835594	joey5	54.06
1475776835594	joey7	53.04
1475776835594	joey8	57.28
1475776836596	joey1	51.57
1475776836596	joey2	61.96
1475776836596	joey3	52.29
1475776836596	joey5	51.97
1475776836596	joey4	55.18
1475776836596	joey6	58.77
1475776836596	joey8	51.33
1475776836596	joey7	61.82
1475776837597	joey2	57.03
1475776837597	joey1	62.24
1475776837597	joey3	64.38
1475776837597	joey4	50.42
1475776837597	joey5	58.05
1475776837597	joey6	52.49
1475776837597	joey7	59.85
1475776837597	joey8	57.14
1475776838599	joey1	53.2
1475776838599	joey2	50.35
1475776838599	joey3	51.57
1475776838599	joey4	54.03
1475776838599	joey5	60.16
1475776838599	joey6	57.52
1475776838599	joey7	56.34
1475776838599	joey8	63.46
1475776839600	joey1	57.26
1475776839600	joey3	64.51
1475776839600	joey2	58.98
1475776839600	joey4	64.59
1475776839600	joey5	62.04
1475776839600	joey6	62.57
1475776839600	joey7	51.25
1475776839600	joey8	50.17
1475776840601	joey1	64.7
1475776840601	joey2	62.78
1475776840601	joey3	53.2
1475776840601	joey4	54.65
1475776840601	joey5	55.16
1475776840601	joey6	62.76
1475776840601	joey7	58.18
1475776840601	joey8	53.47
1475776841602	joey1	56.01
1475776841602	joey3	59.72
1475776841602	joey2	58.56
1475776841602	joey4	59.21
1475776841602	joey5	61.5
1475776841602	joey7	63.39
1475776841602	joey6	53.03
1475776841602	joey8	64.88
1475776842604	joey1	50.3
1475776842604	joey2	64.35
1475776842604	joey3	57.31
1475776842604	joey4	53.93
1475776842604	joey5	56.86
1475776842604	joey6	59.89
1475776842604	joey7	52.86
1475776842604	joey8	57.95
1475776843605	joey1	56.41
1475776843605	joey2	53.31
1475776843605	joey3	56.76
1475776843605	joey7	55.17
1475776843605	joey8	61.58
1475776843605	joey4	58.53
1475776843605	joey5	50.71
1475776843605	joey6	52.42
1475776844606	joey1	50.39
1475776844606	joey2	60.19
1475776844606	joey3	59.73
1475776844606	joey4	54.92
1475776844606	joey5	60.74
1475776844606	joey6	64.38
1475776844606	joey7	54.95
1475776844606	joey8	53.8
1475776845607	joey1	61.04
1475776845607	joey3	57.55
1475776845607	joey2	54.64
1475776845607	joey4	52.31
1475776845607	joey5	64.41
1475776845607	joey6	52.69
1475776845607	joey7	54.59
1475776845607	joey8	58.46
1475776846607	joey1	58.09
1475776846607	joey2	59.17
1475776846607	joey3	53.24
1475776846607	joey4	51.61
1475776846607	joey5	50.83
1475776846607	joey6	63.63
1475776846607	joey7	52.06
1475776846607	joey8	53.06
1475776847610	joey1	50.07
